#DEG_AC	#Gene_Name	#Gene_Ref	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DEG20090215	sec10	19114566	-	-	exocyst complex subunit Sec10 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090216	fta2	19114570	-	-	Sim4 and Mal2 associated (4 and 2 associated) protein 2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090217	ypt3	19114579	-	-	GTPase Ypt3	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090218	-	19114582	-	-	U3 snoRNP-associated protein Utp11 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090219	mra1	19114583	-	-	ribosome biogenesis protein Mra1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090220	rrn3	19114586	-	-	ribosomal DNA (rDNA) transcription factor Rrn3	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090221	rps7	19114589	-	-	40S ribosomal protein S7	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090222	alp11	63054561	-	-	tubulin specific chaperone cofactor B	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090223	adk1	19114597	-	-	adenylate kinase Adk1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090224	-	19114598	-	-	cleavage and polyadenylation specificity factor (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090225	rpc2	19114602	-	-	DNA-directed RNA polymerase III complex subunit Rpc2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090226	mrps5	19114611	-	-	mitochondrial ribosomal protein subunit S5 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090227	erg7	63054562	-	-	lanosterol synthase Erg7 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090228	crb3	19114622	-	-	WD repeat protein Crb3	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090229	mug152	19114624	-	-	Myb family telomere binding protein (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090230	trl1	63054564	-	-	tRNA ligase Trl1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090231	-	19114637	-	-	uridine ribohydrolase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090232	dpb3	19114638	-	-	DNA polymerase epsilon subunit Dpb3	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090233	arc5	19114639	-	-	ARP2/3 actin-organizing complex subunit Arc5	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090234	-	19114647	-	-	sequence orphan	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090235	-	19114653	-	-	mRNA cleavage and polyadenylation specificity factor complex subunit (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090236	alp21	19114659	-	-	tubulin specific chaperone cofactor E	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090237	gdi1	19114661	-	-	GDP dissociation inhibitor Gdi1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090238	nxt2	162312440	-	-	nuclear transport factor Nxt2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090239	-	162312442	-	-	RNA-binding protein involved in ribosomal large subunit assembly and maintenance (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090240	spp1	19114677	-	-	DNA primase catalytic subunit Spp1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090241	drc1	19114678	-	-	DNA replication checkpoint protein Drc1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090242	-	19114680	-	-	protein phosphatase inhibitor (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090243	tif212	63054568	-	-	translation initiation factor eIF2 beta subunit (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090244	trp2	19114689	-	-	tryptophan synthase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090245	usp101	19114691	-	-	U1 snRNP-associated protein Usp101 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090246	dcp2	19114692	-	-	mRNA decapping complex catalytic subunit Dcp2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090247	-	19114695	-	-	ER to Golgi transport protein Yos1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090248	-	19114697	-	-	U3 snoRNP-associated protein Imp4 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090249	-	19114698	-	-	short chain dehydrogenase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090250	ini1	19114704	-	-	RING finger-like protein Ini1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090251	mrp2	19114709	-	-	mitochondrial ribosomal protein subunit S14 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090252	ssr2	19114712	-	-	SWI/SNF and RSC complex subunit Ssr2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090253	-	19114724	-	-	ribosome biogenesis protein Sqt1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090254	vrs2	19114731	-	-	mitochondrial valine-tRNA ligase Vrs2/Vas2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090255	fas2	19114735	-	-	fatty acid synthase alpha subunit Lsd1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090256	sds22	19114736	-	-	protein phosphatase regulatory subunit Sds22	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090257	pts1	19114737	-	-	20S proteasome component beta 5	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090258	cdc3	19114739	-	-	profilin	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090259	tif33	63054571	-	-	translation initiation factor eIF3c	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090260	-	429242547	-	-	rRNA processing protein Rrp36, DUF947 family (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090261	taf3	19114745	-	-	transcription factor TFIID complex subunit Taf3 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090262	-	19114746	-	-	GPI-phospholipase A2 activity regulator (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090263	-	19114747	-	-	ATP-dependent RNA helicase Rrp3 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090264	-	19114750	-	-	sphingosine-1-phosphate phosphatase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090265	sec39	19114759	-	-	secretory pathway protein Sec39 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090266	vma13	19114760	-	-	V-type ATPase V1 subunit H (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090267	-	19114761	-	-	steroid dehydrogenase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090268	ost4	19114762	-	-	oligosaccharyltransferase subunit Ost4 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090269	hcs1	19114771	-	-	3-hydroxy-3-methylglutaryl-CoA synthase	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090270	rng2	19114772	-	-	IQ motif containing GTPase activating protein	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090271	spp42	19114773	-	-	U5 snRNP complex subunit Spp42	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090272	hxk2	19114777	-	-	hexokinase 2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090273	-	429242584	-	-	mitochondrial ribosomal protein subunit S12 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090274	mrpl28	19114779	-	-	mitochondrial ribosomal protein subunit L28 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090275	-	19114780	-	-	Brix domain protein Rpf1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090276	mrpl40	19114782	-	-	mitochondrial ribosomal protein subunit L40 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090277	pct1	19114784	-	-	RNA 5'-triphosphatase	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090278	-	19114785	-	-	deoxyuridine 5'-triphosphate nucleotidohydrolase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090279	med11	19114790	-	-	mediator complex subunit Med11 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090280	cdc5	19114792	-	-	cell division control protein, splicing factor Cdc5	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090281	-	19114796	-	-	RNA-binding protein (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090282	mrpl9	19114797	-	-	mitochondrial ribosomal protein subunit L9 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090283	bet3	19114798	-	-	TRAPP complex subunit Bet3 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090284	gpi12	19114799	-	-	pig-L, N-acetylglucosaminylphosphatidyl inositoldeacetylase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090285	vma5	19114803	-	-	V-type ATPase V1 subunit C (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090286	ost2	19114810	-	-	oligosaccharyltransferase epsilon subunit Ost2 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090287	rps13	19114812	-	-	40S ribosomal protein S13	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090288	cdc16	19114813	-	-	two-component GAP Cdc16	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090289	arc2	19114815	-	-	ARP2/3 actin-organizing complex subunit Arc34	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090290	ypt5	19114819	-	-	GTPase Ypt5	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090291	tpz1	295442997	-	-	telomere-protecting protein	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090292	crm1	162312454	-	-	importin family nuclear export receptor Crm1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090293	mcm5	162312456	-	-	MCM complex subunit Mcm5	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090294	grs1	19114847	-	-	mitochondrial and cytoplasmic glycine-tRNA ligase Grs1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090295	-	19114852	-	-	rRNA processing protein Faf1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090296	-	19114865	-	-	U3 snoRNP-associated protein Cic1/Utp30 family (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090297	brr6	19114867	-	-	nuclear envelope protein Brr6/Brl1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090298	cdc24	19114868	-	-	DNA replication protein Cdc24	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090299	rpb7	162312460	-	-	DNA-directed RNA polymerase complex II subunit Rpb7	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090300	-	19114904	-	-	DUF1749 family protein	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090301	sap49	63054583	-	-	U2 snRNP-associated RNA-binding protein Sap49	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090302	-	19114914	-	-	ER chaperone Rot1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090303	-	19114917	-	-	ribulose phosphate 3-epimerase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090304	rgg8	162312468	-	-	mitochondrial protein Rgg8 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090305	ups1	19114920	-	-	uroporphyrinogen-III synthase Ups1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090306	rpn11	19114926	-	-	19S proteasome regulatory subunit Rpn11	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090307	dpm1	19114929	-	-	dolichol-phosphate mannosyltransferase catalytic subunit Dpm1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090308	cut11	63054586	-	-	spindle pole body docking protein Cut11	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090309	mvd1	19114939	-	-	diphosphomevalonate decarboxylase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090310	-	19114941	-	-	sequence orphan	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090311	-	429242751	-	-	aconitate hydratase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090312	-	429242755	-	-	mitochondrial threonine-tRNA ligase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090313	mrp4	19114947	-	-	mitochondrial ribosomal protein subunit S2 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090314	-	19114948	-	-	ribosome small subunit biogenesis protein	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090315	mrp10	19114950	-	-	mitochondrial ribosomal protein subunit Mrp10 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090316	nse2	429242770	-	-	Smc5-6 complex non-SMC subunit 2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090317	-	19114964	-	-	metaxin 1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090318	mis14	19114973	-	-	kinetochore protein Mis14	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090319	-	19114979	-	-	mitochondrial pyrimidine nucleotide transporter	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090320	end4	429242792	-	-	endocytosis protein	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090321	bet5	19114985	-	-	TRAPP complex subunit Bet5 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090322	fcf2	162312474	-	-	rRNA processing protein Fcf2 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090323	sak1	19114998	-	-	transcriptional repressor Sak1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090324	msw1	19114997	-	-	mitochondrial tryptophan-tRNA ligase Msw1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090325	peg1	19114996	-	-	CLASP family microtubule-associated protein	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090326	rrp41	19114994	-	-	exosomal 3'-to-5' phosphorolytic exoribonuclease Rrp41 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090327	tif211	19114993	-	-	translation initiation factor eIF2 alpha subunit	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090328	frs2	19114990	-	-	cytoplasmic phenylalanine-tRNA ligase alpha subunit Frs2 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090329	-	19115003	-	-	RNA-binding splicing factor (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090330	nup189	19115005	-	-	nucleoporin Nup98 and Nup96	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090331	-	19115006	-	-	nicotinate phosphoribosyltransferase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090332	mrpl19	19115007	-	-	mitochondrial ribosomal protein subunit L19 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090333	-	19115009	-	-	ribosome biogenesis protein Nob1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090334	-	19115013	-	-	20S proteasome component alpha 6 subunit Pre5 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090335	-	19115016	-	-	nuclear cap-binding complex large subunit (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090336	-	19115018	-	-	alpha glucosidase I Gls1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090337	nop9	19115023	-	-	RNA-binding protein Nop9 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090338	pcp1	19115027	-	-	pericentrin Pcp1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090339	arc4	19115028	-	-	ARP2/3 actin-organizing complex subunit Arc4	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090340	syb1	19115032	-	-	SNAP receptor, synaptobrevin family	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090341	-	19115039	-	-	conserved fungal family	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090342	rpc82	19115041	-	-	DNA-directed RNA polymerase III complex subunit Rpc82 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090343	rpc17	19115048	-	-	DNA-directed RNA polymerase III complex subunit Rpc17	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090344	cwg2	19115054	-	-	geranylgeranyltransferase I beta subunit Cwg2	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090345	-	19115055	-	-	U3 snoRNP-associated protein Rrp9 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090346	rmi1	19115058	-	-	RecQ mediated genome instability protein Rmi1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090347	chc1	19115060	-	-	clathrin heavy chain Chc1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090348	dhp1	19115067	-	-	5'-3' exoribonuclease Dhp1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090349	nsp1	19115070	-	-	nucleoporin Nsp1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090350	sec17	19115081	-	-	alpha SNAP (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090351	-	19115082	-	-	U3 snoRNP-associated protein Utp7 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090352	sen15	68000226	-	-	tRNA-splicing endonuclease subunit Sen15 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090353	apc5	429242911	-	-	anaphase-promoting complex subunit Apc5	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090354	pol1	19115098	-	-	DNA polymerase alpha catalytic subunit	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090355	rpt5	162312486	-	-	19S proteasome regulatory subunit Rpt5 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090356	tbc1	19115122	-	-	tubulin specific chaperone cofactor C Tbc1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090357	-	19115126	-	-	DUF962 family protein	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090358	gna1	19115127	-	-	glucosamine-phosphate N-acetyltransferase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090359	-	19115128	-	-	chorismate mutase (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090360	vph1	429242960	-	-	V-type ATPase V0 subunit a (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090361	-	63054602	-	-	mitochondrial ribosomal protein subunit S7 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090362	tfb1	429242965	-	-	transcription factor TFIIH complex subunit Tfb1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090363	tif45	19115140	-	-	translation initiation factor eIF4E, 4F complex subunit	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090364	-	19115141	-	-	transcription factor TFIIB	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090365	deb1	19115143	-	-	transcription factor Deb1/Rdp1	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090366	kap95	19115145	-	-	karyopherin Kap95	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090367	vma6	19115149	-	-	V-type ATPase V0 subunit d (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090368	cns1	19115150	-	-	HSP chaperone complex subunit Cns1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090369	-	429242987	-	-	sequence orphan	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090370	-	19115166	-	-	SNARE Slt1 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
DEG20090371	sec62	19115168	-	-	ER protein translocation subcomplex subunit Sec62 (predicted)	Schizosaccharomyces pombe 972h-	NC_003424	Rich medium
