UniProtKB	DIP	Entry.name	Protein.names	Gene.names	Length	Gene.names.ORF	Gene.names.ordered.locus	Gene.names.synonym	Gene.names.primary	Cross.ref.RefSeq	Cross.ref.EnsembleFungi	Cross.ref.GeneID	Cross.ref.CYGD	Cross.ref.SGD	Probe.Set.IDs
Q06005	DIP-2776N	LIPB_YEAST	Octanoyltransferase, mitochondrial (EC 2.3.1.181) (Lipoate biosynthesis protein) (Lipoate-protein ligase) (Lipoyl ligase) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	LIP2 YLR239C L8083.16	328	L8083.16	YLR239C	---	LIP2	NP_013340.1;	YLR239C;	850940;	YLR239c;	S000004229;	10087_at
P53885	DIP-2777N	MDG1_YEAST	Signal transduction protein MDG1 (Multicopy suppressor of defective G-protein 1)	MDG1 YNL173C N1673	366	N1673	YNL173C	---	MDG1	NP_014226.1;	YNL173C;	855548;	YNL173c;	S000005117;	9040_at
Q02770	DIP-2778N	CWC27_YEAST	Peptidyl-prolyl isomerase CWC27 (PPIase CWC27) (EC 5.2.1.8) (Complexed with CEF1 protein 27) (Rotamase CWC27)	CWC27 CYP7 YPL064C	301	---	YPL064C	CYP7	CWC27	NP_015261.1;	YPL064C;	856041;	YPL064c;	S000005985;	7825_at
Q08930	DIP-2779N	YP191_YEAST	Uncharacterized protein YPL191C	YPL191C	360	---	YPL191C	---	---	NP_015133.1;	YPL191C;	855910;	YPL191c;	S000006112;	7969_at
Q03831	DIP-2780N	YD095_YEAST	Putative uncharacterized protein YDR095C	YDR095C	136	---	YDR095C	---	---	---	YDR095C;	---	---	S000002502;	6375_at
P53854	DIP-2781N	CWC25_YEAST	Pre-mRNA-splicing factor CWC25 (Complexed with CEF1 protein 25)	CWC25 YNL245C N0901	179	N0901	YNL245C	---	CWC25	NP_014154.1;	YNL245C;	855476;	YNL245c;	S000005189;	9104_at
P48566	DIP-2783N	GYP3_YEAST	GTPase-activating protein GYP3 (Multicopy suppressor of bud emergence 3) (Protein MSB3)	MSB3 GYP3 YNL293W N0470	633	N0470	YNL293W	GYP3	MSB3	NP_014106.1;	YNL293W;	855423;	YNL293w;	S000005237;	9146_at
Q12317	DIP-2784N	MSB4_YEAST	GTPase-activating protein MSB4 (Multicopy suppressor of bud emergence 4)	MSB4 YOL112W HRC492	492	HRC492	YOL112W	---	MSB4	NP_014529.1;	YOL112W;	854037;	YOL112w;	S000005472;	8676_at
Q02892	DIP-2785N	NOG1_YEAST	Nucleolar GTP-binding protein 1	NOG1 YPL093W LPG15W	647	LPG15W	YPL093W	---	NOG1	NP_015232.1;	YPL093W;	856012;	YPL093w;	S000006014;	7842_at
P06785	DIP-2786N	TYSY_YEAST	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45) (Cell division cycle protein 21) (Constitutive RNR3 transcription protein 9)	CDC21 CRT9 TMP1 YOR074C YOR29-25	304	YOR29-25	YOR074C	CRT9 TMP1	CDC21	NP_014717.2;	YOR074C;	854241;	YOR074c;	S000005600;	8151_s_at;8152_f_at
Q05911	DIP-2787N	PUR8_YEAST	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	ADE13 YLR359W L8039.12	482	L8039.12	YLR359W	---	ADE13	NP_013463.1;	YLR359W;	851073;	YLR359w;	S000004351;	9983_at
P38791	DIP-2788N	DHYS_YEAST	Deoxyhypusine synthase (DHS) (EC 2.5.1.46)	DYS1 YHR068W	387	---	YHR068W	---	DYS1	NP_011935.1;	YHR068W;	856465;	YHR068w;	S000001110;	4449_at
P34223	DIP-2789N	UBX1_YEAST	UBX domain-containing protein 1 (Suppressor of high-copy PP1 protein)	SHP1 UBX1 YBL058W YBL0509 YBL0515	423	YBL0509 YBL0515	YBL058W	UBX1	SHP1	NP_009495.1;	YBL058W;	852222;	YBL058w;	S000000154;	7439_at
P30402	DIP-2790N	PYRX_YEAST	Orotate phosphoribosyltransferase 2 (OPRT 2) (OPRTase 2) (EC 2.4.2.10)	URA10 YMR271C YM8156.13C	227	YM8156.13C	YMR271C	---	URA10	NP_013998.1;	YMR271C;	855313;	YMR271c;	S000004884;	9365_at
P39718	DIP-2791N	PEX22_YEAST	Peroxisome assembly protein 22 (Peroxin-22)	PEX22 YAL055W	180	---	YAL055W	---	PEX22	NP_009346.1;	YAL055W;	851244;	YAL055w;	S000000051;	11393_at
P53184	DIP-2070N	PNC1_YEAST	Nicotinamidase (EC 3.5.1.19) (Nicotine deamidase) (NAMase)	PNC1 YGL037C	216	---	YGL037C	---	PNC1	NP_011478.3;	YGL037C;	852846;	YGL037c;	S000003005;	5025_at
P36023	DIP-2792N	OAF3_YEAST	Oleate activated transcription factor 3	OAF3 YKR064W	863	---	YKR064W	---	OAF3	NP_012990.1;	YKR064W;	853938;	YKR064w;	S000001772;	10489_at
Q06608	DIP-2793N	PDXH_YEAST	Pyridoxamine 5'-phosphate oxidase homolog (PNP/PMP oxidase homolog) (PNPOx homolog)	YPR172W	200	---	YPR172W	---	---	NP_015498.1;	YPR172W;	856302;	YPR172w;	S000006376;	7570_at
P32579	DIP-2794N	SUA5_YEAST	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (Suppressor of upstream AUG protein 5) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein SUA5) (tRNA threonylcarbamoyladenosine biosynthesis protein SUA5)	SUA5 YGL169W G1660	426	G1660	YGL169W	---	SUA5	NP_011346.1;	YGL169W;	852707;	YGL169w;	S000003137;	5166_at
P38137	DIP-2796N	FAT2_YEAST	Peroxisomal-coenzyme A synthetase (EC 6.-.-.-)	PCS60 FAT2 YBR222C YBR1512	543	YBR1512	YBR222C	FAT2	PCS60	NP_009781.3;	YBR222C;	852523;	YBR222c;	S000000426;	7132_at
P39545	DIP-2795N	PAU7_YEAST	Seripauperin-7	PAU7 YAR020C	55	---	YAR020C	---	PAU7	NP_009412.1;	YAR020C;	851275;	YAR020c;	S000000073;	11287_f_at
P87271	DIP-2797N	YD455_YEAST	Putative uncharacterized protein YDR455C	YDR455C	102	---	YDR455C	---	---	---	YDR455C;	---	---	S000002863;	6014_at
P53045	DIP-2799N	MSMO_YEAST	Methylsterol monooxygenase (EC 1.14.13.72) (C-4 methylsterol oxidase)	ERG25 FET6 YGR060W	309	---	YGR060W	FET6	ERG25	NP_011574.3;	YGR060W;	852951;	YGR060w;	S000003292;	4941_at
P40316	DIP-2798N	SECU_YEAST	Securin	PDS1 YDR113C YD9727.08C	373	YD9727.08C	YDR113C	---	PDS1	NP_010398.3;	YDR113C;	851691;	YDR113c;	S000002520;	6348_at
P08468	DIP-2800N	PT111_YEAST	Protein PET111, mitochondrial	PET111 YMR257C YM9920.11C	800	YM9920.11C	YMR257C	---	PET111	NP_013984.1;	YMR257C;	855299;	YMR257c;	S000004870;	9351_at
P34078	DIP-2801N	LTV1_YEAST	Protein LTV1 (Low-temperature viability protein 1)	LTV1 YKL143W YKL2	463	YKL2	YKL143W	---	LTV1	NP_012779.1;	YKL143W;	853714;	YKL143w;	S000001626;	10730_at
Q08601	DIP-2802N	MCA1_YEAST	Metacaspase-1 (EC 3.4.22.-)	MCA1 YCA1 YOR197W	432	---	YOR197W	YCA1	MCA1	NP_014840.4;	YOR197W;	854372;	YOR197w;	S000005723;	8354_at
P39105	DIP-2804N	PLB1_YEAST	Lysophospholipase 1 (EC 3.1.1.5) (Phospholipase B 1)	PLB1 YMR008C YM8270.10C	664	YM8270.10C	YMR008C	---	PLB1	NP_013721.1;	YMR008C;	855020;	YMR008c;	S000004610;	9630_at
P53980	DIP-2805N	YNB1_YEAST	Uncharacterized protein YNL011C	YNL011C N2862	444	N2862	YNL011C	---	---	NP_014387.1;	YNL011C;	855721;	YNL011c;	S000004956;	8884_at
P22141	DIP-2808N	PSB4_YEAST	Proteasome subunit beta type-4 (EC 3.4.25.1) (Macropain subunit C11) (Multicatalytic endopeptidase complex subunit C11) (Proteasome component C11) (Proteinase YSCE subunit 11)	PRE1 YER012W	198	---	YER012W	---	PRE1	NP_010928.1;	YER012W;	856731;	YER012w;	S000000814;	5712_at
P30656	DIP-2806N	PSB5_YEAST	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain subunit PRE2) (Multicatalytic endopeptidase complex subunit PRE2) (Proteasome component PRE2) (Proteinase YSCE subunit PRE2)	PRE2 DOA3 PRG1 YPR103W P8283.10	287	P8283.10	YPR103W	DOA3 PRG1	PRE2	NP_015428.1;	YPR103W;	856218;	YPR103w;	S000006307;	7634_at
P30657	DIP-2807N	PSB7_YEAST	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain subunit PRE4) (Multicatalytic endopeptidase complex subunit PRE4) (Proteasome component PRE4) (Proteinase YSCE subunit PRE4)	PRE4 YFR050C	266	---	YFR050C	---	PRE4	NP_116708.1;	YFR050C;	850611;	YFR050c;	S000001946;	5304_at
Q03792	DIP-2809N	RIM13_YEAST	Calpain-like protease 1 (EC 3.4.22.-) (Calpain-7) (Cysteine protease RIM13) (Regulator of IME2 protein 13)	RIM13 CPL1 YMR154C YM8520.03C	727	YM8520.03C	YMR154C	CPL1	RIM13	NP_013875.1;	YMR154C;	855186;	YMR154c;	S000004763;	9465_at
P21243	DIP-2810N	PSA1_YEAST	Proteasome subunit alpha type-1 (EC 3.4.25.1) (Macropain subunit C7-alpha) (Multicatalytic endopeptidase complex C7) (Proteasome component C7-alpha) (Proteasome component Y8) (Proteinase YSCE subunit 7) (SCL1 suppressor protein)	SCL1 PRC2 PRS2 YGL011C	252	---	YGL011C	PRC2 PRS2	SCL1	NP_011504.3;	YGL011C;	852873;	YGL011c;	S000002979;	5006_at
P43604	DIP-2811N	ULI1_YEAST	Unfolded protein response-inducible protein 1 (UPR-L-inducible protein 1)	ULI1 YFR026C	169	---	YFR026C	---	ULI1	NP_116682.3;	YFR026C;	850583;	YFR026c;	S000001922;	5323_at
P53106	DIP-2812N	YGR5_YEAST	Putative uncharacterized protein YGL165C	YGL165C G1814	192	G1814	YGL165C	---	---	---	YGL165C;	---	---	S000003133;	5170_at
Q08018	DIP-2813N	YL076_YEAST	Putative uncharacterized protein YLR076C	YLR076C L2345	140	L2345	YLR076C	---	---	---	YLR076C;	---	---	S000004066;	10240_at
P89105	DIP-2814N	CTR9_YEAST	RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9)	CTR9 CDP1 YOL145C	1077	---	YOL145C	CDP1	CTR9	NP_014496.2;	YOL145C;	854020;	YOL145c;	S000005505;	8689_at
P38293	DIP-2815N	UMP1_YEAST	Proteasome maturation factor UMP1	UMP1 YBR173C YBR1234	148	YBR1234	YBR173C	---	UMP1	NP_009732.1;	YBR173C;	852471;	YBR173c;	S000000377;	7175_at
Q07549	DIP-2816N	SNA4_YEAST	Protein SNA4	SNA4 YDL123W	140	---	YDL123W	---	SNA4	NP_010160.1;	YDL123W;	851434;	YDL123w;	S000002281;	6608_at
Q12194	DIP-2817N	YP066_YEAST	Uncharacterized protein YPL066W	YPL066W LPE4W	479	LPE4W	YPL066W	---	---	NP_015259.1;	YPL066W;	856039;	YPL066w;	S000005987;	7823_at
P25043	DIP-2818N	PSB2_YEAST	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit PUP1) (Multicatalytic endopeptidase complex subunit PUP1) (Proteasome component PUP1) (Proteinase YSCE subunit PUP1)	PUP1 YOR157C	261	---	YOR157C	---	PUP1	NP_014800.3;	YOR157C;	854328;	YOR157c;	S000005683;	8404_at
P53243	DIP-2819N	YG2A_YEAST	Zinc finger protein YGR067C	YGR067C	804	---	YGR067C	---	---	NP_011581.4;	YGR067C;	852958;	YGR067c;	S000003299;	4948_at
P53851	DIP-2820N	TEX1_YEAST	Protein TEX1 (Trex component 1)	TEX1 YNL253W N0860	422	N0860	YNL253W	---	TEX1	NP_014146.1;	YNL253W;	855468;	YNL253w;	S000005197;	9096_at
P23724	DIP-2821N	PSB6_YEAST	Proteasome subunit beta type-6 (EC 3.4.25.1) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5)	PRE7 PRS3 PTS1 YBL041W YBL0407	241	YBL0407	YBL041W	PRS3 PTS1	PRE7	NP_009512.1;	YBL041W;	852239;	YBL041w;	S000000137;	7411_at
P23639	DIP-2822N	PSA2_YEAST	Proteasome subunit alpha type-2 (EC 3.4.25.1) (Macropain subunit Y7) (Multicatalytic endopeptidase complex subunit Y7) (Proteasome component Y7) (Proteinase YSCE subunit 7)	PRE8 PRS4 YML092C	250	---	YML092C	PRS4	PRE8	NP_013618.1;	YML092C;	854882;	YML092c;	S000004557;	9753_at
P23638	DIP-2823N	PSA3_YEAST	Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit Y13) (Multicatalytic endopeptidase complex subunit Y13) (Proteasome component Y13) (Proteinase YSCE subunit 13)	PRE9 PRS5 YGR135W	258	---	YGR135W	PRS5	PRE9	NP_011651.3;	YGR135W;	853036;	YGR135w;	S000003367;	4880_at
P15938	DIP-2824N	PRP16_YEAST	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13)	PRP16 YKR086W YKR406	1071	YKR406	YKR086W	---	PRP16	NP_013012.3;	YKR086W;	853961;	YKR086w;	S000001794;	10465_at
P46151	DIP-2825N	MTHR1_YEAST	Methylenetetrahydrofolate reductase 1 (EC 1.5.1.20)	MET12 YPL023C LPB8C	657	LPB8C	YPL023C	---	MET12	NP_015302.1;	YPL023C;	856084;	YPL023c;	S000005944;	7775_at
P35194	DIP-2826N	UTP20_YEAST	U3 small nucleolar RNA-associated protein 20 (U3 snoRNA-associated protein 20) (U three protein 20)	UTP20 YBL004W YBL0101	2493	YBL0101	YBL004W	---	UTP20	NP_009551.2;	YBL004W;	852282;	---	S000000100;	7357_at
P53295	DIP-2827N	RBG2_YEAST	Ribosome-interacting GTPase 2 (GTP-binding protein RBG2)	RBG2 GIR1 YGR173W	368	---	YGR173W	GIR1	RBG2	NP_011689.1;	YGR173W;	853083;	YGR173w;	S000003405;	4828_at
P38880	DIP-2828N	MDM31_YEAST	Mitochondrial distribution and morphology protein 31	MDM31 YHR194W	579	---	YHR194W	---	MDM31	NP_012064.1;	YHR194W;	856601;	YHR194w;	S000001237;	4354_at
P47120	DIP-2829N	DOHH_YEAST	Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase) (Ligand of eIF5A protein 1)	LIA1 MMD1 YJR070C J1814	325	J1814	YJR070C	MMD1	LIA1	NP_012604.1;	YJR070C;	853534;	YJR070c;	S000003831;	10954_at
Q12354	DIP-2830N	APTH1_YEAST	Acyl-protein thioesterase 1 (EC 3.1.2.-)	YLR118C L2955	227	L2955	YLR118C	---	---	NP_013219.1;	YLR118C;	850809;	YLR118c;	S000004108;	10237_at
O13556	DIP-2831N	YL462_YEAST	Putative uncharacterized protein YLR462W	YLR462W	202	---	YLR462W	---	---	NP_013567.3;	YLR462W;	851184;	YLR462w;	S000004454;	3731_s_at
Q08226	DIP-2832N	CRT10_YEAST	Protein CRT10 (Constitutive RNR transcription regulator 10)	CRT10 YOL063C	957	---	YOL063C	---	CRT10	NP_014578.1;	YOL063C;	854091;	YOL063c;	S000005424;	8634_at
Q02754	DIP-2833N	YP067_YEAST	Uncharacterized protein YPL067C	YPL067C	198	---	YPL067C	---	---	NP_015258.1;	YPL067C;	856038;	YPL067c;	S000005988;	7822_at
O13575	DIP-2834N	YP177_YEAST	Putative uncharacterized protein YPR177C	YPR177C P9705.12A	123	P9705.12A	YPR177C	---	---	---	YPR177C;	---	---	S000006381;	7575_at
P46974	DIP-2835N	RSF2_YEAST	Respiration factor 2 (Zinc finger protein ZMS1)	RSF2 ZMS1 YJR127C J2052	1380	J2052	YJR127C	ZMS1	RSF2	NP_012661.3;	YJR127C;	853592;	YJR127c;	S000003888;	10875_at
Q03776	DIP-2836N	PRP42_YEAST	U1 small nuclear ribonucleoprotein component PRP42 (U1 snRNP protein PRP42) (65 kDa snRNP protein) (Pre-mRNA-processing factor 42)	PRP42 MUD16 SNU65 YDR235W YD8419.02	544	YD8419.02	YDR235W	MUD16 SNU65	PRP42	NP_010521.1;	YDR235W;	851821;	YDR235w;	S000002643;	6246_at
P43123	DIP-2837N	UAP1_YEAST	UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)	QRI1 UAP1 YDL103C D2362	477	D2362	YDL103C	UAP1	QRI1	NP_010180.1;	YDL103C;	851455;	YDL103c;	S000002261;	6583_at
Q05541	DIP-2838N	NSE3_YEAST	Non-structural maintenance of chromosome element 3 (Non-SMC element 3)	NSE3 YDR288W	303	---	YDR288W	---	NSE3	NP_010574.1;	YDR288W;	851882;	YDR288w;	S000002696;	6208_at
P43124	DIP-2839N	NSE4_YEAST	Non-structural maintenance of chromosome element 4 (Non-SMC element 4) (Protein QRI2)	NSE4 QRI2 YDL105W D2354	402	D2354	YDL105W	QRI2	NSE4	NP_010178.1;	YDL105W;	851453;	YDL105w;	S000002263;	6581_at
P38697	DIP-2840N	IMDH2_YEAST	Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205)	IMD2 PUR5 YHR216W	523	---	YHR216W	PUR5	IMD2	NP_012088.3;	YHR216W;	856626;	YHR216w;	S000001259;	4323_f_at
P21269	DIP-2841N	CCA1_YEAST	CCA tRNA nucleotidyltransferase, mitochondrial (EC 2.7.7.72) (CCA-adding enzyme) (tRNA CCA-pyrophosphorylase) (tRNA adenylyltransferase) (tRNA nucleotidyltransferase)	CCA1 TNT1 YER168C	546	---	YER168C	TNT1	CCA1	NP_011095.1;	YER168C;	856915;	YER168c;	S000000970;	5561_at
P46943	DIP-2842N	GUF1_YEAST	Translation factor GUF1, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1) (Ribosomal back-translocase)	GUF1 YLR289W L8003.7	645	L8003.7	YLR289W	---	GUF1	NP_013392.1;	YLR289W;	850996;	YLR289w;	S000004280;	10049_at
Q05787	DIP-2843N	HRD3_YEAST	ERAD-associated E3 ubiquitin-protein ligase component HRD3 (HMG-CoA reductase degradation protein 3)	HRD3 YLR207W	833	---	YLR207W	---	HRD3	NP_013308.1;	YLR207W;	850904;	YLR207w;	S000004197;	10145_at
Q12246	DIP-2844N	LCB4_YEAST	Sphingoid long chain base kinase 4 (LCB kinase 4) (EC 2.7.1.91) (Sphinganine kinase 4)	LCB4 YOR171C O3615	624	O3615	YOR171C	---	LCB4	NP_014814.1;	YOR171C;	854342;	YOR171c;	S000005697;	8373_at
Q05471	DIP-2845N	SWR1_YEAST	Helicase SWR1 (EC 3.6.4.12) (Swi2/Snf2-related 1)	SWR1 YDR334W D9651.6	1514	D9651.6	YDR334W	---	SWR1	NP_010621.1;	YDR334W;	851934;	YDR334w;	S000002742;	6120_at
P38176	DIP-2846N	AVT5_YEAST	Vacuolar amino acid transporter 5	AVT5 YBL089W YBL0703	459	YBL0703	YBL089W	---	AVT5	NP_009464.2;	YBL089W;	852189;	YBL089w;	S000000185;	7452_at
Q06677	DIP-2847N	SWA2_YEAST	Auxilin-like clathrin uncoating factor SWA2 (Bud site selection protein 24) (DnaJ-related protein SWA2) (J protein SWA2) (Synthetic lethal with ARF1 protein 2)	SWA2 AUX1 BUD24 YDR320C D9798.10	668	D9798.10	YDR320C	AUX1 BUD24	SWA2	NP_010606.1;	YDR320C;	851918;	YDR320c;	S000002728;	6151_at
P40042	DIP-2848N	RRT13_YEAST	Regulator of rDNA transcription protein 13	RRT13 YER066W	185	---	YER066W	---	RRT13	NP_010988.1;	YER066W;	856796;	YER066w;	S000000868;	5637_at;5638_g_at
P53177	DIP-2849N	TYW3_YEAST	tRNA wybutosine-synthesizing protein 3 (tRNA-yW-synthesizing protein 3) (EC 2.1.1.282) (tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase)	TYW3 YGL050W	273	---	YGL050W	---	TYW3	NP_011465.3;	YGL050W;	852832;	YGL050w;	S000003018;	5057_at
P38716	DIP-2850N	YHR2_YEAST	Uncharacterized trans-sulfuration enzyme YHR112C	YHR112C	378	---	YHR112C	---	---	NP_011980.1;	YHR112C;	856512;	YHR112c;	S000001154;	4405_at
P34237	DIP-2851N	CASP_YEAST	Protein CASP	COY1 YKL179C	679	---	YKL179C	---	COY1	NP_012742.1;	YKL179C;	853675;	YKL179c;	S000001662;	10740_at
Q08421	DIP-2852N	ETT1_YEAST	Enhancer of translation termination 1	ETT1 YOR051C YOR29-02	412	YOR29-02	YOR051C	---	ETT1	NP_014694.1;	YOR051C;	854216;	YOR051c;	S000005577;	8524_at
P53749	DIP-2853N	YN92_YEAST	Uncharacterized transcriptional regulatory protein YNR063W	YNR063W N3531	607	N3531	YNR063W	---	---	NP_014461.3;	YNR063W;	855800;	YNR063w;	S000005346;	8822_at
P35209	DIP-2855N	SPT21_YEAST	Protein SPT21	SPT21 YMR179W YM8010.09	758	YM8010.09	YMR179W	---	SPT21	NP_013904.1;	YMR179W;	855217;	YMR179w;	S000004791;	9449_at
P32803	DIP-2856N	EMP24_YEAST	Endosomal protein P24B (24 kDa endomembrane protein) (Basic 24 kDa late endocytic intermediate component)	EMP24 YGL200C G1271	203	G1271	YGL200C	---	EMP24	NP_011315.3;	YGL200C;	852675;	YGL200c;	S000003168;	5225_at
P36058	DIP-2857N	YKP3_YEAST	Putative uncharacterized protein YKL153W	YKL153W YKL608	169	YKL608	YKL153W	---	---	---	YKL153W;	---	---	S000001636;	10720_at
P38766	DIP-2858N	RRM3_YEAST	ATP-dependent DNA helicase RRM3 (EC 3.6.4.12) (Regulation of Ty1 transposition protein 104) (rDNA recombination mutation protein 3)	RRM3 RTT104 YHR031C	723	---	YHR031C	RTT104	RRM3	NP_011896.1;	YHR031C;	856426;	YHR031c;	S000001073;	4505_at
P32572	DIP-2859N	SPS18_YEAST	Sporulation protein SPS18 (Sporulation-specific protein SPX18)	SPS18 SPX18 YNL204C N1354	300	N1354	YNL204C	SPX18	SPS18	NP_014195.1;	YNL204C;	855517;	YNL204c;	S000005148;	9055_at
Q06091	DIP-2864N	SN309_YEAST	Pre-mRNA-splicing factor SNT309 (PRP19-associated complex protein 25) (Synergistic to PRP19 mutation protein 309)	SNT309 NTC25 YPR101W	175	---	YPR101W	NTC25	SNT309	NP_015426.1;	YPR101W;	856216;	YPR101w;	S000006305;	7631_at
Q12300	DIP-2865N	RGT2_YEAST	High-affinity glucose transporter RGT2	RGT2 YDL138W D2160	763	D2160	YDL138W	---	RGT2	NP_010143.1;	YDL138W;	851417;	YDL138w;	S000002297;	6637_at
P35844	DIP-2867N	KES1_YEAST	Protein KES1 (Oxysterol-binding protein homolog 4)	KES1 OSH4 YPL145C LPI3C P2614	434	LPI3C P2614	YPL145C	OSH4	KES1	NP_015180.1;	YPL145C;	855958;	YPL145c;	S000006066;	7880_at
P46982	DIP-2868N	MNN5_YEAST	Alpha-1,2-mannosyltransferase MNN5 (EC 2.4.1.-)	MNN5 YJL186W J0409	586	J0409	YJL186W	---	MNN5	NP_012349.2;	YJL186W;	853253;	YJL186w;	S000003722;	11194_at
P33759	DIP-2869N	RT05_YEAST	37S ribosomal protein S5, mitochondrial	MRPS5 YBR251W YBR1704	307	YBR1704	YBR251W	---	MRPS5	NP_009810.3;	YBR251W;	852553;	YBR251w;	S000000455;	7116_at
P39990	DIP-2870N	SNU13_YEAST	13 kDa ribonucleoprotein-associated protein (Small nuclear ribonucleoprotein-associated protein 1)	SNU13 YEL026W	126	---	YEL026W	---	SNU13	NP_010888.1;	YEL026W;	856687;	YEL026w;	S000000752;	5764_at
Q12432	DIP-2871N	EAF3_YEAST	Chromatin modification-related protein EAF3 (ESA1-associated factor 3)	EAF3 YPR023C YP9367.03C	401	YP9367.03C	YPR023C	---	EAF3	NP_015348.1;	YPR023C;	856134;	YPR023c;	S000006227;	7730_at
O13583	DIP-2872N	YPR77_YEAST	Putative uncharacterized protein YPR077C	YPR077C P9513.9B	123	P9513.9B	YPR077C	---	---	---	YPR077C;	---	---	S000006281;	7653_s_at;7697_i_at
Q06815	DIP-2873N	MRL1_YEAST	Mannose 6-phosphate receptor-like protein 1	MRL1 YPR079W	381	---	YPR079W	---	MRL1	NP_015404.1;	YPR079W;	856194;	YPR079w;	S000006283;	7655_at
P53879	DIP-2874N	RHO5_YEAST	GTP-binding protein RHO5	RHO5 YNL180C N1644	331	N1644	YNL180C	---	RHO5	NP_014219.1;	YNL180C;	855541;	YNL180c;	S000005124;	3950_at
Q07843	DIP-2875N	IRC19_YEAST	Increased recombination centers protein 19 (Respiratory growth protein 4)	IRC19 RRG4 YLL033W	230	---	YLL033W	RRG4	IRC19	NP_013067.1;	YLL033W;	850626;	YLL033w;	S000003956;	10353_at
P38764	DIP-2876N	RPN1_YEAST	26S proteasome regulatory subunit RPN1 (HMG-CoA reductase degradation protein 2) (Proteasome non-ATPase subunit 1)	RPN1 HRD2 NAS1 RPD1 YHR027C	993	---	YHR027C	HRD2 NAS1 RPD1	RPN1	NP_011892.1;	YHR027C;	856422;	---	S000001069;	4501_at
P36003	DIP-2877N	NNK1_YEAST	Nitrogen network kinase 1 (EC 2.7.11.1)	NNK1 YKL171W YKL635	928	YKL635	YKL171W	---	NNK1	NP_012750.1;	YKL171W;	853683;	YKL171w;	S000001654;	10748_at
P40032	DIP-2878N	TPA1_YEAST	Prolyl 3,4-dihydroxylase TPA1 (EC 1.14.11.-) (Termination and polyadenylation protein 1)	TPA1 YER049W	644	---	YER049W	---	TPA1	NP_010969.1;	YER049W;	856775;	YER049w;	S000000851;	5661_at
Q12505	DIP-2879N	SKS1_YEAST	Serine/threonine-protein kinase SKS1 (EC 2.7.11.1) (Suppressor kinase of SNF3)	SKS1 SHA3 YPL026C LPB5	502	LPB5	YPL026C	SHA3	SKS1	NP_015299.1;	YPL026C;	856081;	YPL026c;	S000005947;	7772_at
Q06103	DIP-2880N	RPN7_YEAST	26S proteasome regulatory subunit RPN7	RPN7 YPR108W P8283.8	429	P8283.8	YPR108W	---	RPN7	NP_015433.1;	YPR108W;	856223;	---	S000006312;	7639_at
P31379	DIP-2881N	LDS1_YEAST	Outer spore wall protein LDS1 (Lipid droplets in sporulation protein 1)	LDS1 YAL018C YAL003	325	YAL003	YAL018C	---	LDS1	NP_009384.1;	YAL018C;	851215;	YAL018c;	S000000016;	11349_at
P34239	DIP-2882N	LST4_YEAST	Protein LST4 (Lethal with SEC30 protein 4)	LST4 YKL176C YKL642	828	YKL642	YKL176C	---	LST4	NP_012745.1;	YKL176C;	853678;	YKL176c;	S000001659;	10743_at
P33299	DIP-2883N	PRS7_YEAST	26S protease regulatory subunit 7 homolog (Protein CIM5) (Tat-binding homolog 3)	RPT1 CIM5 YTA3 YKL145W	467	---	YKL145W	CIM5 YTA3	RPT1	NP_012777.1;	YKL145W;	853712;	YKL145w;	S000001628;	10728_at
Q03656	DIP-2884N	SKY1_YEAST	Serine/threonine-protein kinase SKY1 (SRPK) (EC 2.7.11.1)	SKY1 YMR216C YM8261.10C	742	YM8261.10C	YMR216C	---	SKY1	NP_013943.1;	YMR216C;	855256;	YMR216c;	S000004829;	9398_at
P48235	DIP-2885N	ECL1_YEAST	Extender of the chronological lifespan protein 1	ECL1 YGR146C G6626	211	G6626	YGR146C	---	ECL1	NP_011662.3;	YGR146C;	853049;	YGR146c;	S000003378;	4846_at
